NombreMunicipio,CodigoMunicipio,UbicaciÃ³n,NombreRegion,CodigoRegion,Anio,CausaMortalidad,TipoPoblacionObjetivo,Poblacion,Casos,Tasa_x_100k
Salgar,5642,POINT (-75.979184 5.963438),SUROESTE,8,2008,Suicidios,Poblacion total,19420,2,10.298661174047375
San AndrÃ©s de Cuerquia,5647,POINT (-75.67649 6.914739),NORTE,5,2008,Suicidios,Poblacion total,7597,0,0.0
San Carlos,5649,POINT (-74.992086 6.188726),ORIENTE,7,2008,Suicidios,Poblacion total,19345,0,0.0
San Francisco,5652,POINT (-75.102069 5.964854),ORIENTE,7,2008,Suicidios,Poblacion total,5880,0,0.0
San JerÃ³nimo,5656,POINT (-75.72792 6.442677),OCCIDENTE,6,2008,Suicidios,Poblacion total,13873,0,0.0
San JosÃ© de La MontaÃ±a,5658,POINT (-75.683472 6.848958),NORTE,5,2008,Suicidios,Poblacion total,3318,0,0.0
San Juan de UrabÃ¡,5659,POINT (-76.524538 8.766496),URABA,9,2008,Suicidios,Poblacion total,17155,0,0.0
San Luis,5660,POINT (-74.994436 6.042772),ORIENTE,7,2008,Suicidios,Poblacion total,13348,1,7.491759065028469
San Pedro de Los Milagros,5664,POINT (-75.555959 6.461815),NORTE,5,2008,Suicidios,Poblacion total,19565,4,20.444671607462304
San Pedro de UrabÃ¡,5665,POINT (-76.382921 8.277916),URABA,9,2008,Suicidios,Poblacion total,28244,0,0.0
San Rafael,5667,POINT (-75.028257 6.295426),ORIENTE,7,2008,Suicidios,Poblacion total,16425,0,0.0
San Roque,5670,POINT (-75.019485 6.485044),NORDESTE,4,2008,Suicidios,Poblacion total,20932,0,0.0
San Vicente,5674,POINT (-75.331782 6.282678),ORIENTE,7,2008,Suicidios,Poblacion total,21725,1,4.602991944764097
Santa BÃ¡rbara,5679,POINT (-75.568167 5.874215),SUROESTE,8,2008,Suicidios,Poblacion total,27790,3,10.795250089960417
Santa Fe de Antioquia,5042,POINT (-75.827742 6.556455),OCCIDENTE,6,2008,Suicidios,Poblacion total,23989,1,4.168577264579599
Santa Rosa de Osos,5686,POINT (-75.460696 6.648965),NORTE,5,2008,Suicidios,Poblacion total,32633,2,6.128765360218185
Santo Domingo,5690,POINT (-75.164398 6.471292),NORDESTE,4,2008,Suicidios,Poblacion total,13513,0,0.0
Segovia,5736,POINT (-75.164407 6.471289),NORDESTE,4,2008,Suicidios,Poblacion total,32848,3,9.13297613248904
SonsÃ³n,5756,POINT (-75.31098 5.709254),ORIENTE,7,2008,Suicidios,Poblacion total,37557,5,13.313097425246957
SopetrÃ¡n,5761,POINT (-75.742487 6.500955),OCCIDENTE,6,2008,Suicidios,Poblacion total,14429,2,13.860974426502183
TÃ¡mesis,5789,POINT (-75.712508 5.662788),SUROESTE,8,2008,Suicidios,Poblacion total,17731,2,11.27967965709774
TarazÃ¡,5790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2008,Suicidios,Poblacion total,23166,2,8.6333419666753
Tarso,5792,POINT (-75.82213 5.865469),SUROESTE,8,2008,Suicidios,Poblacion total,6399,0,0.0
TitiribÃ­,5809,POINT (-75.793717 6.063419),SUROESTE,8,2008,Suicidios,Poblacion total,11794,3,25.436662709852463
Toledo,5819,POINT (-75.691555 7.01096),NORTE,5,2008,Suicidios,Poblacion total,5435,0,0.0
Turbo,5837,POINT (-76.728476 8.095151),URABA,9,2008,Suicidios,Poblacion total,108017,0,0.0
Uramita,5842,POINT (-76.266639 7.001396),OCCIDENTE,6,2008,Suicidios,Poblacion total,7458,0,0.0
Urrao,5847,POINT (-76.134557 6.317018),SUROESTE,8,2008,Suicidios,Poblacion total,29161,0,0.0
Valdivia,5854,POINT (-75.391627 7.292119),NORTE,5,2008,Suicidios,Poblacion total,13578,4,29.459419649432906
ValparaÃ­so,5856,POINT (-75.62448 5.616356),SUROESTE,8,2008,Suicidios,Poblacion total,7583,0,0.0
VegachÃ­,5858,POINT (-74.798745 6.77151),NORDESTE,4,2008,Suicidios,Poblacion total,11964,1,8.358408559010364
Venecia,5861,POINT (-75.733897 5.963555),SUROESTE,8,2008,Suicidios,Poblacion total,11977,0,0.0
VigÃ­a del Fuerte,5873,POINT (-76.896085 6.589081),URABA,9,2008,Suicidios,Poblacion total,8313,0,0.0
YalÃ­,5885,POINT (-74.842107 6.675328),NORDESTE,4,2008,Suicidios,Poblacion total,7633,1,13.101008777675883
Yarumal,5887,POINT (-75.416733 6.963321),NORTE,5,2008,Suicidios,Poblacion total,39083,0,0.0
YolombÃ³,5890,POINT (-75.01183 6.59926),NORDESTE,4,2008,Suicidios,Poblacion total,22188,2,9.013881377321075
YondÃ³,5893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2008,Suicidios,Poblacion total,15496,0,0.0
Zaragoza,5895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2008,Suicidios,Poblacion total,23822,3,12.59340105784569
Abejorral,5002,POINT (-75.427045 5.79145),ORIENTE,7,2009,Suicidios,Poblacion total,22026,2,9.08017797148824
AbriaquÃ­,5004,POINT (-76.064563 6.63197),OCCIDENTE,6,2009,Suicidios,Poblacion total,2663,0,0.0
AlejandrÃ­a,5021,POINT (-75.141258 6.376923),ORIENTE,7,2009,Suicidios,Poblacion total,4694,0,0.0
AmagÃ¡,5030,POINT (-75.703216 6.04063),SUROESTE,8,2009,Suicidios,Poblacion total,27920,3,10.744985673352435
Amalfi,5031,POINT (-75.075028 6.907385),NORDESTE,4,2009,Suicidios,Poblacion total,23772,5,21.033148241628805
Andes,5034,POINT (-75.877699 5.655629),SUROESTE,8,2009,Suicidios,Poblacion total,42074,6,14.260588486951562
AngelÃ³polis,5036,POINT (-75.710262 6.111531),SUROESTE,8,2009,Suicidios,Poblacion total,5793,0,0.0
Angostura,5038,POINT (-75.334973 6.885789),NORTE,5,2009,Suicidios,Poblacion total,11912,1,8.3948959032908
AnorÃ­,5040,POINT (-75.145827 7.073577),NORDESTE,4,2009,Suicidios,Poblacion total,16573,4,24.13564230978097
AnzÃ¡,5044,POINT (-75.854027 6.303405),OCCIDENTE,6,2009,Suicidios,Poblacion total,6839,1,14.622020763269482
ApartadÃ³,5045,POINT (-76.630692 7.887047),URABA,9,2009,Suicidios,Poblacion total,100282,6,5.983127580223769
Arboletes,5051,POINT (-76.427353 8.852936),URABA,9,2009,Suicidios,Poblacion total,29075,0,0.0
Argelia,5055,POINT (-75.142821 5.731236),ORIENTE,7,2009,Suicidios,Poblacion total,8941,0,0.0
Armenia,5059,POINT (-75.787666 6.156497),OCCIDENTE,6,2009,Suicidios,Poblacion total,5701,0,0.0
Barbosa,5079,POINT (-75.331286 6.437248),VALLE DE ABURRA,1,2009,Suicidios,Poblacion total,45910,2,4.356349379220214
Bello,5088,POINT (-75.558281 6.334985),VALLE DE ABURRA,1,2009,Suicidios,Poblacion total,436136,20,4.585725553497075
Belmira,5086,POINT (-75.667252 6.606713),NORTE,5,2009,Suicidios,Poblacion total,5852,0,0.0
Betania,5091,POINT (-75.976261 5.745292),SUROESTE,8,2009,Suicidios,Poblacion total,11108,3,27.00756211739287
Betulia,5093,POINT (-75.984594 6.113454),SUROESTE,8,2009,Suicidios,Poblacion total,15555,0,0.0
BriceÃ±o,5107,POINT (-75.551532 7.110465),NORTE,5,2009,Suicidios,Poblacion total,8268,0,0.0
BuriticÃ¡,5113,POINT (-75.907102 6.719872),OCCIDENTE,6,2009,Suicidios,Poblacion total,8672,0,0.0
CÃ¡ceres,5120,POINT (-75.347874 7.582281),BAJO CAUCA,2,2009,Suicidios,Poblacion total,26081,0,0.0
Caicedo,5125,POINT (-75.982545 6.406072),OCCIDENTE,6,2009,Suicidios,Poblacion total,7892,0,0.0
Caldas,5129,POINT (-75.635534 6.09199),VALLE DE ABURRA,1,2009,Suicidios,Poblacion total,69321,8,11.5405144184302
Campamento,5134,POINT (-75.29634 6.979113),NORTE,5,2009,Suicidios,Poblacion total,9560,2,20.920502092050206
CaÃ±asgordas,5138,POINT (-76.025603 6.749957),OCCIDENTE,6,2009,Suicidios,Poblacion total,16648,4,24.02691013935608
CaracolÃ­,5142,POINT (-74.756712 6.410876),MAGDALENA MEDIO,3,2009,Suicidios,Poblacion total,5072,0,0.0
Caramanta,5145,POINT (-75.644483 5.548681),SUROESTE,8,2009,Suicidios,Poblacion total,5593,1,17.879492222420883
Carepa,5147,POINT (-76.655568 7.755937),URABA,9,2009,Suicidios,Poblacion total,38430,2,5.204267499349466
Carolina,5150,POINT (-75.281494 6.723626),NORTE,5,2009,Suicidios,Poblacion total,3892,0,0.0
Caucasia,5154,POINT (-75.197397 7.989436),BAJO CAUCA,2,2009,Suicidios,Poblacion total,76352,2,2.619446772841576
ChigorodÃ³,5172,POINT (-76.685044 7.672652),URABA,9,2009,Suicidios,Poblacion total,48017,2,4.165191494678967
Cisneros,5190,POINT (-75.087684 6.538526),NORDESTE,4,2009,Suicidios,Poblacion total,9591,0,0.0
Ciudad BolÃ­var,5101,POINT (-76.020994 5.850015),SUROESTE,8,2009,Suicidios,Poblacion total,26829,4,14.909240001490925
CocornÃ¡,5197,POINT (-75.185273 6.057769),ORIENTE,7,2009,Suicidios,Poblacion total,17860,1,5.599104143337066
ConcepciÃ³n,5206,POINT (-75.259425 6.394975),ORIENTE,7,2009,Suicidios,Poblacion total,5212,0,0.0
Concordia,5209,POINT (-75.907256 6.046154),SUROESTE,8,2009,Suicidios,Poblacion total,21386,2,9.351912466099316
Copacabana,5212,POINT (-75.508181 6.346097),VALLE DE ABURRA,1,2009,Suicidios,Poblacion total,67562,5,7.400609810248364
Dabeiba,5234,POINT (-76.266682 7.001567),OCCIDENTE,6,2009,Suicidios,Poblacion total,22391,1,4.466080121477379
DonmatÃ­as,5237,POINT (-75.394608 6.486305),NORTE,5,2009,Suicidios,Poblacion total,16876,2,11.851149561507466
EbÃ©jico,5240,POINT (-75.768514 6.326468),OCCIDENTE,6,2009,Suicidios,Poblacion total,13114,0,0.0
El Bagre,5250,POINT (-74.812977 7.60005),BAJO CAUCA,2,2009,Suicidios,Poblacion total,42970,2,4.654410053525716
El Carmen de Viboral,5148,POINT (-75.335351 6.083283),ORIENTE,7,2009,Suicidios,Poblacion total,51409,6,11.671108171720904
El PeÃ±ol,5541,POINT (-75.161743 6.234274),ORIENTE,7,2009,Suicidios,Poblacion total,19230,1,5.200208008320333
El Retiro,5607,POINT (-75.502683 6.057336),ORIENTE,7,2009,Suicidios,Poblacion total,20198,2,9.901970492127933
El Santuario,5697,POINT (-75.265676 6.139528),ORIENTE,7,2009,Suicidios,Poblacion total,32097,2,6.231111941926036
EntrerrÃ­os,5264,POINT (-75.517037 6.567385),NORTE,5,2009,Suicidios,Poblacion total,9601,0,0.0
Envigado,5266,POINT (-75.587333 6.16996),VALLE DE ABURRA,1,2009,Suicidios,Poblacion total,190662,10,5.24488361603256
Fredonia,5282,POINT (-75.671749 5.927145),SUROESTE,8,2009,Suicidios,Poblacion total,24163,1,4.138558953772296
Frontino,5284,POINT (-76.128568 6.77975),OCCIDENTE,6,2009,Suicidios,Poblacion total,22090,1,4.526935264825713
Giraldo,5306,POINT (-75.953365 6.680421),OCCIDENTE,6,2009,Suicidios,Poblacion total,5089,0,0.0
Girardota,5308,POINT (-75.446101 6.377536),VALLE DE ABURRA,1,2009,Suicidios,Poblacion total,44165,3,6.792709158836183
GÃ³mez Plata,5310,POINT (-75.219375 6.681523),NORTE,5,2009,Suicidios,Poblacion total,9663,2,20.69750595053296
Granada,5313,POINT (-75.18443 6.14432),ORIENTE,7,2009,Suicidios,Poblacion total,12650,1,7.905138339920949
Guadalupe,5315,POINT (-75.240458 6.814987),NORTE,5,2009,Suicidios,Poblacion total,6536,1,15.29987760097919
Guarne,5318,POINT (-75.442619 6.279958),ORIENTE,7,2009,Suicidios,Poblacion total,46779,0,0.0
GuatapÃ©,5321,POINT (-75.161723 6.234276),ORIENTE,7,2009,Suicidios,Poblacion total,7219,0,0.0
Heliconia,5347,POINT (-75.733349 6.207128),OCCIDENTE,6,2009,Suicidios,Poblacion total,6173,0,0.0
Hispania,5353,POINT (-75.907416 5.799621),SUROESTE,8,2009,Suicidios,Poblacion total,5336,0,0.0
ItagÃ¼Ã­,5360,POINT (-75.609585 6.172619),VALLE DE ABURRA,1,2009,Suicidios,Poblacion total,238038,12,5.041211907342525
Ituango,5361,POINT (-75.764081 7.172568),NORTE,5,2009,Suicidios,Poblacion total,26166,2,7.643506840938622
JardÃ­n,5364,POINT (-75.819483 5.599097),SUROESTE,8,2009,Suicidios,Poblacion total,13922,0,0.0
JericÃ³,5368,POINT (-75.786118 5.791557),SUROESTE,8,2009,Suicidios,Poblacion total,14067,0,0.0
La Ceja,5376,POINT (-75.431681 6.030682),ORIENTE,7,2009,Suicidios,Poblacion total,54869,3,5.467568207913394
La Estrella,5380,POINT (-75.643382 6.157644),VALLE DE ABURRA,1,2009,Suicidios,Poblacion total,60156,2,3.3246891415652637
La Pintada,5390,POINT (-75.606525 5.747143),SUROESTE,8,2009,Suicidios,Poblacion total,9365,1,10.678056593699948
La UniÃ³n,5400,POINT (-75.361241 5.973832),ORIENTE,7,2009,Suicidios,Poblacion total,19439,2,10.288595092340142
Liborina,5411,POINT (-75.811313 6.67786),OCCIDENTE,6,2009,Suicidios,Poblacion total,10298,0,0.0
Maceo,5425,POINT (-74.673429 6.530691),MAGDALENA MEDIO,3,2009,Suicidios,Poblacion total,8480,0,0.0
Marinilla,5440,POINT (-75.334772 6.173718),ORIENTE,7,2009,Suicidios,Poblacion total,55778,2,3.5856430850873102
MedellÃ­n,5001,POINT (-75.564739 6.253104),VALLE DE ABURRA,1,2009,Suicidios,Poblacion total,2157094,125,5.79483323397126
Montebello,5467,POINT (-75.524621 5.945694),SUROESTE,8,2009,Suicidios,Poblacion total,7455,0,0.0
MurindÃ³,5475,POINT (-76.82131 6.981328),URABA,9,2009,Suicidios,Poblacion total,4004,0,0.0
MutatÃ¡,5480,POINT (-76.436928 7.245319),URABA,9,2009,Suicidios,Poblacion total,12680,2,15.77287066246057
NariÃ±o,5483,POINT (-75.176323 5.609727),ORIENTE,7,2009,Suicidios,Poblacion total,11852,0,0.0
NechÃ­,5495,POINT (-74.775013 8.095003),BAJO CAUCA,2,2009,Suicidios,Poblacion total,21821,1,4.582741395903029
NecoclÃ­,5490,POINT (-76.786829 8.424299),URABA,9,2009,Suicidios,Poblacion total,38019,0,0.0
Olaya,5501,POINT (-75.81238 6.628142),OCCIDENTE,6,2009,Suicidios,Poblacion total,3132,0,0.0
Peque,5543,POINT (-75.908927 7.021696),OCCIDENTE,6,2009,Suicidios,Poblacion total,7841,0,0.0
Pueblorrico,5576,POINT (-75.841914 5.790844),SUROESTE,8,2009,Suicidios,Poblacion total,8844,2,22.61420171867933
Puerto BerrÃ­o,5579,POINT (-74.402022 6.490753),MAGDALENA MEDIO,3,2009,Suicidios,Poblacion total,36002,3,8.332870396089106
Puerto Nare,5585,POINT (-74.581675 6.187952),MAGDALENA MEDIO,3,2009,Suicidios,Poblacion total,14864,0,0.0
Puerto Triunfo,5591,POINT (-74.640079 5.87335),MAGDALENA MEDIO,3,2009,Suicidios,Poblacion total,15272,1,6.5479308538501835
Remedios,5604,POINT (-74.69368 7.02808),NORDESTE,4,2009,Suicidios,Poblacion total,25784,0,0.0
Rionegro,5615,POINT (-75.373872 6.153548),ORIENTE,7,2009,Suicidios,Poblacion total,114361,8,6.995391785661196
Sabanalarga,5628,POINT (-75.818245 6.850482),OCCIDENTE,6,2009,Suicidios,Poblacion total,8679,0,0.0
Sabaneta,5631,POINT (-75.615491 6.15156),VALLE DE ABURRA,1,2009,Suicidios,Poblacion total,65370,1,1.529753709652746
Salgar,5642,POINT (-75.979184 5.963438),SUROESTE,8,2009,Suicidios,Poblacion total,19290,3,15.552099533437012
San AndrÃ©s de Cuerquia,5647,POINT (-75.67649 6.914739),NORTE,5,2009,Suicidios,Poblacion total,7505,0,0.0
San Carlos,5649,POINT (-74.992086 6.188726),ORIENTE,7,2009,Suicidios,Poblacion total,19008,0,0.0
San Francisco,5652,POINT (-75.102069 5.964854),ORIENTE,7,2009,Suicidios,Poblacion total,5868,0,0.0
San JerÃ³nimo,5656,POINT (-75.72792 6.442677),OCCIDENTE,6,2009,Suicidios,Poblacion total,14020,1,7.132667617689016
San JosÃ© de La MontaÃ±a,5658,POINT (-75.683472 6.848958),NORTE,5,2009,Suicidios,Poblacion total,3340,0,0.0
San Juan de UrabÃ¡,5659,POINT (-76.524538 8.766496),URABA,9,2009,Suicidios,Poblacion total,17433,0,0.0
San Luis,5660,POINT (-74.994436 6.042772),ORIENTE,7,2009,Suicidios,Poblacion total,13312,1,7.512019230769231
San Pedro de Los Milagros,5664,POINT (-75.555959 6.461815),NORTE,5,2009,Suicidios,Poblacion total,19791,2,10.105603557172453
San Pedro de UrabÃ¡,5665,POINT (-76.382921 8.277916),URABA,9,2009,Suicidios,Poblacion total,28475,0,0.0
San Rafael,5667,POINT (-75.028257 6.295426),ORIENTE,7,2009,Suicidios,Poblacion total,16351,2,12.231667787902882
San Roque,5670,POINT (-75.019485 6.485044),NORDESTE,4,2009,Suicidios,Poblacion total,20965,1,4.769854519437157
San Vicente,5674,POINT (-75.331782 6.282678),ORIENTE,7,2009,Suicidios,Poblacion total,21719,5,23.021317740227452
Santa BÃ¡rbara,5679,POINT (-75.568167 5.874215),SUROESTE,8,2009,Suicidios,Poblacion total,27630,0,0.0
Santa Fe de Antioquia,5042,POINT (-75.827742 6.556455),OCCIDENTE,6,2009,Suicidios,Poblacion total,24183,4,16.540545010958112
Santa Rosa de Osos,5686,POINT (-75.460696 6.648965),NORTE,5,2009,Suicidios,Poblacion total,32933,2,6.072935960890293
Santo Domingo,5690,POINT (-75.164398 6.471292),NORDESTE,4,2009,Suicidios,Poblacion total,13416,1,7.453786523553965
Segovia,5736,POINT (-75.164407 6.471289),NORDESTE,4,2009,Suicidios,Poblacion total,33310,1,3.0021014710297207
SonsÃ³n,5756,POINT (-75.31098 5.709254),ORIENTE,7,2009,Suicidios,Poblacion total,37367,4,10.704632429683945
SopetrÃ¡n,5761,POINT (-75.742487 6.500955),OCCIDENTE,6,2009,Suicidios,Poblacion total,14478,1,6.9070313579223654
TÃ¡mesis,5789,POINT (-75.712508 5.662788),SUROESTE,8,2009,Suicidios,Poblacion total,17580,2,11.376564277588168
TarazÃ¡,5790,POINT (-75.39983 7.58049),BAJO CAUCA,2,2009,Suicidios,Poblacion total,23541,3,12.743723716069836
Tarso,5792,POINT (-75.82213 5.865469),SUROESTE,8,2009,Suicidios,Poblacion total,6411,0,0.0
TitiribÃ­,5809,POINT (-75.793717 6.063419),SUROESTE,8,2009,Suicidios,Poblacion total,11655,2,17.16001716001716
Toledo,5819,POINT (-75.691555 7.01096),NORTE,5,2009,Suicidios,Poblacion total,5350,0,0.0
Turbo,5837,POINT (-76.728476 8.095151),URABA,9,2009,Suicidios,Poblacion total,109496,2,1.8265507415796012
Uramita,5842,POINT (-76.266639 7.001396),OCCIDENTE,6,2009,Suicidios,Poblacion total,7415,1,13.486176668914363
Urrao,5847,POINT (-76.134557 6.317018),SUROESTE,8,2009,Suicidios,Poblacion total,29245,2,6.838775859121218
Valdivia,5854,POINT (-75.391627 7.292119),NORTE,5,2009,Suicidios,Poblacion total,13604,3,22.052337547780066
ValparaÃ­so,5856,POINT (-75.62448 5.616356),SUROESTE,8,2009,Suicidios,Poblacion total,7482,0,0.0
VegachÃ­,5858,POINT (-74.798745 6.77151),NORDESTE,4,2009,Suicidios,Poblacion total,11944,0,0.0
Venecia,5861,POINT (-75.733897 5.963555),SUROESTE,8,2009,Suicidios,Poblacion total,11902,0,0.0
VigÃ­a del Fuerte,5873,POINT (-76.896085 6.589081),URABA,9,2009,Suicidios,Poblacion total,8362,0,0.0
YalÃ­,5885,POINT (-74.842107 6.675328),NORDESTE,4,2009,Suicidios,Poblacion total,7604,0,0.0
Yarumal,5887,POINT (-75.416733 6.963321),NORTE,5,2009,Suicidios,Poblacion total,39289,3,7.635725012089898
YolombÃ³,5890,POINT (-75.01183 6.59926),NORDESTE,4,2009,Suicidios,Poblacion total,22217,1,4.501057748570914
YondÃ³,5893,POINT (-73.909599 7.007398),MAGDALENA MEDIO,3,2009,Suicidios,Poblacion total,15869,0,0.0
Zaragoza,5895,POINT (-74.868261 7.492548),BAJO CAUCA,2,2009,Suicidios,Poblacion total,23890,0,0.0
Abejorral,5002,POINT (-75.427045 5.79145),ORIENTE,7,2010,Suicidios,Poblacion total,21822,0,0.0
AbriaquÃ­,5004,POINT (-76.064563 6.63197),OCCIDENTE,6,2010,Suicidios,Poblacion total,2655,0,0.0
AlejandrÃ­a,5021,POINT (-75.141258 6.376923),ORIENTE,7,2010,Suicidios,Poblacion total,4679,0,0.0
AmagÃ¡,5030,POINT (-75.703216 6.04063),SUROESTE,8,2010,Suicidios,Poblacion total,28132,0,0.0
Amalfi,5031,POINT (-75.075028 6.907385),NORDESTE,4,2010,Suicidios,Poblacion total,23986,5,20.845493204369216
Andes,5034,POINT (-75.877699 5.655629),SUROESTE,8,2010,Suicidios,Poblacion total,42152,2,4.7447333459859555
AngelÃ³polis,5036,POINT (-75.710262 6.111531),SUROESTE,8,2010,Suicidios,Poblacion total,5795,0,0.0
Angostura,5038,POINT (-75.334973 6.885789),NORTE,5,2010,Suicidios,Poblacion total,11853,0,0.0
AnorÃ­,5040,POINT (-75.145827 7.073577),NORDESTE,4,2010,Suicidios,Poblacion total,16733,4,23.904858662523157
AnzÃ¡,5044,POINT (-75.854027 6.303405),OCCIDENTE,6,2010,Suicidios,Poblacion total,6812,1,14.67997651203758
ApartadÃ³,5045,POINT (-76.630692 7.887047),URABA,9,2010,Suicidios,Poblacion total,102469,1,0.9759049078257814
Arboletes,5051,POINT (-76.427353 8.852936),URABA,9,2010,Suicidios,Poblacion total,29052,1,3.4421038138510256
Argelia,5055,POINT (-75.142821 5.731236),ORIENTE,7,2010,Suicidios,Poblacion total,8789,1,11.377858686995108
Armenia,5059,POINT (-75.787666 6.156497),OCCIDENTE,6,2010,Suicidios,Poblacion total,5652,1,17.692852087756545
Barbosa,5079,POINT (-75.331286 6.437248),VALLE DE ABURRA,1,2010,Suicidios,Poblacion total,46509,6,12.900728891182352
Bello,5088,POINT (-75.558281 6.334985),VALLE DE ABURRA,1,2010,Suicidios,Poblacion total,445349,16,3.5926879817850716
Belmira,5086,POINT (-75.667252 6.606713),NORTE,5,2010,Suicidios,Poblacion total,5850,0,0.0
Betania,5091,POINT (-75.976261 5.745292),SUROESTE,8,2010,Suicidios,Poblacion total,10993,2,18.19339579732557
Betulia,5093,POINT (-75.984594 6.113454),SUROESTE,8,2010,Suicidios,Poblacion total,15566,3,19.27277399460362
BriceÃ±o,5107,POINT (-75.551532 7.110465),NORTE,5,2010,Suicidios,Poblacion total,8256,0,0.0
BuriticÃ¡,5113,POINT (-75.907102 6.719872),OCCIDENTE,6,2010,Suicidios,Poblacion total,8766,1,11.407711613050422
CÃ¡ceres,5120,POINT (-75.347874 7.582281),BAJO CAUCA,2,2010,Suicidios,Poblacion total,26363,1,3.793195008155369
Caicedo,5125,POINT (-75.982545 6.406072),OCCIDENTE,6,2010,Suicidios,Poblacion total,7915,0,0.0
Caldas,5129,POINT (-75.635534 6.09199),VALLE DE ABURRA,1,2010,Suicidios,Poblacion total,70414,5,7.100860624307666
Campamento,5134,POINT (-75.29634 6.979113),NORTE,5,2010,Suicidios,Poblacion total,9471,0,0.0
CaÃ±asgordas,5138,POINT (-76.025603 6.749957),OCCIDENTE,6,2010,Suicidios,Poblacion total,16521,2,12.10580473336965
CaracolÃ­,5142,POINT (-74.756712 6.410876),MAGDALENA MEDIO,3,2010,Suicidios,Poblacion total,5015,1,19.940179461615152
Caramanta,5145,POINT (-75.644483 5.548681),SUROESTE,8,2010,Suicidios,Poblacion total,5500,0,0.0
Carepa,5147,POINT (-76.655568 7.755937),URABA,9,2010,Suicidios,Poblacion total,39427,1,2.5363329697922743
Carolina,5150,POINT (-75.281494 6.723626),NORTE,5,2010,Suicidios,Poblacion total,3888,0,0.0
Caucasia,5154,POINT (-75.197397 7.989436),BAJO CAUCA,2,2010,Suicidios,Poblacion total,77825,1,1.2849341471249598
ChigorodÃ³,5172,POINT (-76.685044 7.672652),URABA,9,2010,Suicidios,Poblacion total,49013,0,0.0
Cisneros,5190,POINT (-75.087684 6.538526),NORDESTE,4,2010,Suicidios,Poblacion total,9592,0,0.0
Ciudad BolÃ­var,5101,POINT (-76.020994 5.850015),SUROESTE,8,2010,Suicidios,Poblacion total,26722,2,7.484469725319961
CocornÃ¡,5197,POINT (-75.185273 6.057769),ORIENTE,7,2010,Suicidios,Poblacion total,17588,1,5.68569479190357
ConcepciÃ³n,5206,POINT (-75.259425 6.394975),ORIENTE,7,2010,Suicidios,Poblacion total,5172,0,0.0
Concordia,5209,POINT (-75.907256 6.046154),SUROESTE,8,2010,Suicidios,Poblacion total,21381,5,23.38524858519246
Copacabana,5212,POINT (-75.508181 6.346097),VALLE DE ABURRA,1,2010,Suicidios,Poblacion total,68646,2,2.9134982373335667
Dabeiba,5234,POINT (-76.266682 7.001567),OCCIDENTE,6,2010,Suicidios,Poblacion total,22435,0,0.0
DonmatÃ­as,5237,POINT (-75.394608 6.486305),NORTE,5,2010,Suicidios,Poblacion total,17080,2,11.7096018735363
EbÃ©jico,5240,POINT (-75.768514 6.326468),OCCIDENTE,6,2010,Suicidios,Poblacion total,12990,0,0.0
El Bagre,5250,POINT (-74.812977 7.60005),BAJO CAUCA,2,2010,Suicidios,Poblacion total,43903,2,4.555497346422796
El Carmen de Viboral,5148,POINT (-75.335351 6.083283),ORIENTE,7,2010,Suicidios,Poblacion total,52215,7,13.406109355549171
El PeÃ±ol,5541,POINT (-75.161743 6.234274),ORIENTE,7,2010,Suicidios,Poblacion total,19377,4,20.643030396862258
El Retiro,5607,POINT (-75.502683 6.057336),ORIENTE,7,2010,Suicidios,Poblacion total,20537,0,0.0
El Santuario,5697,POINT (-75.265676 6.139528),ORIENTE,7,2010,Suicidios,Poblacion total,32446,0,0.0
EntrerrÃ­os,5264,POINT (-75.517037 6.567385),NORTE,5,2010,Suicidios,Poblacion total,9773,1,10.232272587741738
Envigado,5266,POINT (-75.587333 6.16996),VALLE DE ABURRA,1,2010,Suicidios,Poblacion total,194733,15,7.702854677943646
Fredonia,5282,POINT (-75.671749 5.927145),SUROESTE,8,2010,Suicidios,Poblacion total,24157,1,4.139586869230451
Frontino,5284,POINT (-76.128568 6.77975),OCCIDENTE,6,2010,Suicidios,Poblacion total,21928,2,9.12075884713608
Giraldo,5306,POINT (-75.953365 6.680421),OCCIDENTE,6,2010,Suicidios,Poblacion total,5140,0,0.0
Girardota,5308,POINT (-75.446101 6.377536),VALLE DE ABURRA,1,2010,Suicidios,Poblacion total,44934,3,6.676458806249166
GÃ³mez Plata,5310,POINT (-75.219375 6.681523),NORTE,5,2010,Suicidios,Poblacion total,9649,0,0.0
Granada,5313,POINT (-75.18443 6.14432),ORIENTE,7,2010,Suicidios,Poblacion total,12356,1,8.09323405632891
Guadalupe,5315,POINT (-75.240458 6.814987),NORTE,5,2010,Suicidios,Poblacion total,6549,0,0.0
Guarne,5318,POINT (-75.442619 6.279958),ORIENTE,7,2010,Suicidios,Poblacion total,47669,3,6.2933982252617
GuatapÃ©,5321,POINT (-75.161723 6.234276),ORIENTE,7,2010,Suicidios,Poblacion total,7374,1,13.561160835367508
Heliconia,5347,POINT (-75.733349 6.207128),OCCIDENTE,6,2010,Suicidios,Poblacion total,6101,1,16.390755613833797
Hispania,5353,POINT (-75.907416 5.799621),SUROESTE,8,2010,Suicidios,Poblacion total,5359,0,0.0
